NAME,RT,C,1,"Record Type"
VAL,RT,C,1,"H","H","Housing Record or Group Quarters Unit"
VAL,RT,C,1,"P","P","Person Record"
NAME,SERIALNO,C,13,"Housing unit/GQ person serial number"
VAL,SERIALNO,C,13,"2018GQ0000001","2018GQ9999999","GQ Unique identifier"
VAL,SERIALNO,C,13,"2018HU0000001","2018HU9999999","HU Unique identifier"
NAME,DIVISION,C,1,"Division code based on 2010 Census definitions"
VAL,DIVISION,C,1,"0","0","Puerto Rico"
VAL,DIVISION,C,1,"1","1","New England (Northeast region)"
VAL,DIVISION,C,1,"2","2","Middle Atlantic (Northeast region)"
VAL,DIVISION,C,1,"3","3","East North Central (Midwest region)"
VAL,DIVISION,C,1,"4","4","West North Central (Midwest region)"
VAL,DIVISION,C,1,"5","5","South Atlantic (South region)"
VAL,DIVISION,C,1,"6","6","East South Central (South region)"
VAL,DIVISION,C,1,"7","7","West South Central (South Region)"
VAL,DIVISION,C,1,"8","8","Mountain (West region)"
VAL,DIVISION,C,1,"9","9","Pacific (West region)"
NAME,PUMA,C,5,"Public use microdata area code (PUMA) based on 2010 Census definition (areas with population of 100,000 or more, use with ST for unique code)"
VAL,PUMA,C,5,"00100","70301","Public use microdata area codes"
NAME,REGION,C,1,"Region code based on 2010 Census definitions"
VAL,REGION,C,1,"1","1","Northeast"
VAL,REGION,C,1,"2","2","Midwest"
VAL,REGION,C,1,"3","3","South"
VAL,REGION,C,1,"4","4","West"
VAL,REGION,C,1,"9","9","Puerto Rico"
NAME,ST,C,2,"State Code based on 2010 Census definitions"
VAL,ST,C,2,"01","01","Alabama/AL"
VAL,ST,C,2,"02","02","Alaska/AK"
VAL,ST,C,2,"04","04","Arizona/AZ"
VAL,ST,C,2,"05","05","Arkansas/AR"
VAL,ST,C,2,"06","06","California/CA"
VAL,ST,C,2,"08","08","Colorado/CO"
VAL,ST,C,2,"09","09","Connecticut/CT"
VAL,ST,C,2,"10","10","Delaware/DE"
VAL,ST,C,2,"11","11","District of Columbia/DC"
VAL,ST,C,2,"12","12","Florida/FL"
VAL,ST,C,2,"13","13","Georgia/GA"
VAL,ST,C,2,"15","15","Hawaii/HI"
VAL,ST,C,2,"16","16","Idaho/ID"
VAL,ST,C,2,"17","17","Illinois/IL"
VAL,ST,C,2,"18","18","Indiana/IN"
VAL,ST,C,2,"19","19","Iowa/IA"
VAL,ST,C,2,"20","20","Kansas/KS"
VAL,ST,C,2,"21","21","Kentucky/KY"
VAL,ST,C,2,"22","22","Louisiana/LA"
VAL,ST,C,2,"23","23","Maine/ME"
VAL,ST,C,2,"24","24","Maryland/MD"
VAL,ST,C,2,"25","25","Massachusetts/MA"
VAL,ST,C,2,"26","26","Michigan/MI"
VAL,ST,C,2,"27","27","Minnesota/MN"
VAL,ST,C,2,"28","28","Mississippi/MS"
VAL,ST,C,2,"29","29","Missouri/MO"
VAL,ST,C,2,"30","30","Montana/MT"
VAL,ST,C,2,"31","31","Nebraska/NE"
VAL,ST,C,2,"32","32","Nevada/NV"
VAL,ST,C,2,"33","33","New Hampshire/NH"
VAL,ST,C,2,"34","34","New Jersey/NJ"
VAL,ST,C,2,"35","35","New Mexico/NM"
VAL,ST,C,2,"36","36","New York/NY"
VAL,ST,C,2,"37","37","North Carolina/NC"
VAL,ST,C,2,"38","38","North Dakota/ND"
VAL,ST,C,2,"39","39","Ohio/OH"
VAL,ST,C,2,"40","40","Oklahoma/OK"
VAL,ST,C,2,"41","41","Oregon/OR"
VAL,ST,C,2,"42","42","Pennsylvania/PA"
VAL,ST,C,2,"44","44","Rhode Island/RI"
VAL,ST,C,2,"45","45","South Carolina/SC"
VAL,ST,C,2,"46","46","South Dakota/SD"
VAL,ST,C,2,"47","47","Tennessee/TN"
VAL,ST,C,2,"48","48","Texas/TX"
VAL,ST,C,2,"49","49","Utah/UT"
VAL,ST,C,2,"50","50","Vermont/VT"
VAL,ST,C,2,"51","51","Virginia/VA"
VAL,ST,C,2,"53","53","Washington/WA"
VAL,ST,C,2,"54","54","West Virginia/WV"
VAL,ST,C,2,"55","55","Wisconsin/WI"
VAL,ST,C,2,"56","56","Wyoming/WY"
VAL,ST,C,2,"72","72","Puerto Rico/PR"
NAME,ADJHSG,C,7,"Adjustment factor for housing dollar amounts (6 implied decimal places)"
VAL,ADJHSG,C,7,"1000000","1000000","2018 factor (1.000000)"
NAME,ADJINC,C,7,"Adjustment factor for income and earnings dollar amounts (6 implied decimal places)"
VAL,ADJINC,C,7,"1013097","1013097","2018 factor (1.013097)"
NAME,WGTP,N,5,"Housing Unit Weight"
VAL,WGTP,N,5,0,0,"Group quarters place holder record"
VAL,WGTP,N,5,1,9999,"Integer weight of housing unit"
NAME,NP,N,2,"Number of persons in this household"
VAL,NP,N,2,0,0,"Vacant unit"
VAL,NP,N,2,1,1,"One person in household or any person in group quarters"
VAL,NP,N,2,2,20,"Number of persons in household"
NAME,TYPE,C,1,"Type of unit"
VAL,TYPE,C,1,"1","1","Housing unit"
VAL,TYPE,C,1,"2","2","Institutional group quarters"
VAL,TYPE,C,1,"3","3","Noninstitutional group quarters"
NAME,ACCESS,C,1,"Access to the Internet"
VAL,ACCESS,C,1,"b","b","N/A (GQ/vacant)"
VAL,ACCESS,C,1,"1","1","Yes, by paying a cell phone company or Internet service provider"
VAL,ACCESS,C,1,"2","2","Yes, without paying a cell phone company or Internet service provider"
VAL,ACCESS,C,1,"3","3","No access to the Internet at this house, apartment, or mobile home"
NAME,ACR,C,1,"Lot size"
VAL,ACR,C,1,"b","b","N/A (GQ/not a one-family house or mobile home)"
VAL,ACR,C,1,"1","1","House on less than one acre"
VAL,ACR,C,1,"2","2","House on one to less than ten acres"
VAL,ACR,C,1,"3","3","House on ten or more acres"
NAME,AGS,C,1,"Sales of Agriculture Products (yearly sales, no adjustment factor is applied)"
VAL,AGS,C,1,"b","b","N/A (GQ/vacant/not a one family house or mobile home/less than 1 acre)"
VAL,AGS,C,1,"1","1","None"
VAL,AGS,C,1,"2","2","$    1 - $  999"
VAL,AGS,C,1,"3","3","$ 1000 - $ 2499"
VAL,AGS,C,1,"4","4","$ 2500 - $ 4999"
VAL,AGS,C,1,"5","5","$ 5000 - $ 9999"
VAL,AGS,C,1,"6","6","$10000+"
NAME,BATH,C,1,"Bathtub or shower"
VAL,BATH,C,1,"b","b","N/A (GQ)"
VAL,BATH,C,1,"1","1","Yes"
VAL,BATH,C,1,"2","2","No"
NAME,BDSP,N,2,"Number of bedrooms"
VAL,BDSP,N,2,bb,bb,"N/A (GQ)"
VAL,BDSP,N,2,0,99,"0 to 99 bedrooms (Top-coded)"
NAME,BLD,C,2,"Units in structure"
VAL,BLD,C,2,"bb","bb","N/A (GQ)"
VAL,BLD,C,2,"01","01","Mobile home or trailer"
VAL,BLD,C,2,"02","02","One-family house detached"
VAL,BLD,C,2,"03","03","One-family house attached"
VAL,BLD,C,2,"04","04","2 Apartments"
VAL,BLD,C,2,"05","05","3-4 Apartments"
VAL,BLD,C,2,"06","06","5-9 Apartments"
VAL,BLD,C,2,"07","07","10-19 Apartments"
VAL,BLD,C,2,"08","08","20-49 Apartments"
VAL,BLD,C,2,"09","09","50 or more apartments"
VAL,BLD,C,2,"10","10","Boat, RV, van, etc."
NAME,BROADBND,C,1,"Cellular data plan for a smartphone or other mobile device"
VAL,BROADBND,C,1,"b","b","N/A (GQ/vacant/no paid access to the internet)"
VAL,BROADBND,C,1,"1","1","Yes"
VAL,BROADBND,C,1,"2","2","No"
NAME,COMPOTHX,C,1,"Other computer equipment"
VAL,COMPOTHX,C,1,"b","b","N/A (GQ/vacant)"
VAL,COMPOTHX,C,1,"1","1","Yes"
VAL,COMPOTHX,C,1,"2","2","No"
NAME,CONP,N,4,"Condo fee (monthly amount, use ADJHSG to adjust CONP to constant dollars)"
VAL,CONP,N,4,bbbb,bbbb,"N/A (GQ/vacant units/not owned or being bought)"
VAL,CONP,N,4,0,9999,"$0 - $9999 (Rounded and top-coded)"
NAME,DIALUP,C,1,"Dial-up service"
VAL,DIALUP,C,1,"b","b","N/A (GQ/vacant/no paid access to the internet)"
VAL,DIALUP,C,1,"1","1","Yes"
VAL,DIALUP,C,1,"2","2","No"
NAME,ELEFP,C,1,"Electricity cost flag variable"
VAL,ELEFP,C,1,"b","b","N/A (GQ/vacant)"
VAL,ELEFP,C,1,"1","1","Included in rent or in condo fee"
VAL,ELEFP,C,1,"2","2","No charge or electricity not used"
VAL,ELEFP,C,1,"3","3","Valid monthly electricity cost in ELEP"
NAME,ELEP,N,3,"Electricity cost (monthly cost, use ADJHSG to adjust ELEP  to constant dollars)"
VAL,ELEP,N,3,bbb,bbb,"N/A (GQ/vacant/included in rent or in condo fee/no charge or electricity not used )"
VAL,ELEP,N,3,3,999,"$3 to $999 (Rounded and top-coded)"
NAME,FS,C,1,"Yearly food stamp/Supplemental Nutrition Assistance Program (SNAP) recipiency"
VAL,FS,C,1,"b","b","N/A (vacant)"
VAL,FS,C,1,"1","1","Yes"
VAL,FS,C,1,"2","2","No"
NAME,FULFP,C,1,"Fuel cost flag variable"
VAL,FULFP,C,1,"b","b","N/A (GQ/vacant)"
VAL,FULFP,C,1,"1","1","Included in rent or in condo fee"
VAL,FULFP,C,1,"2","2","No charge or fuel other than gas or electricity not used"
VAL,FULFP,C,1,"3","3","Valid annual fuel cost in FULP"
NAME,FULP,N,4,"Fuel cost (yearly cost for fuels other than gas and electricity, use ADJHSG to adjust FULP to constant dollars)"
VAL,FULP,N,4,bbbb,bbbb,"N/A (GQ/vacant/included in rent or in condo fee/no charge or fuel other than gas or electricity not used)"
VAL,FULP,N,4,3,9999,"$3 to $9999 (Rounded and top-coded)"
NAME,GASFP,C,1,"Gas cost flag variable"
VAL,GASFP,C,1,"b","b","N/A (GQ/vacant)"
VAL,GASFP,C,1,"1","1","Included in rent or in condo fee"
VAL,GASFP,C,1,"2","2","Included in electricity payment"
VAL,GASFP,C,1,"3","3","No charge or gas not used"
VAL,GASFP,C,1,"4","4","Valid monthly gas cost in GASP"
NAME,GASP,N,3,"Gas cost(monthly cost, use ADJHSG to adjust GASP to constant dollars)"
VAL,GASP,N,3,bbb,bbb,"N/A (GQ/vacant/included in rent or in condo fee/included in electricity payment/no charge or gas not used)"
VAL,GASP,N,3,4,999,"$4 to $999 (Rounded and top-coded)"
NAME,HFL,C,1,"House heating fuel"
VAL,HFL,C,1,"b","b","N/A (GQ/vacant)"
VAL,HFL,C,1,"1","1","Utility gas"
VAL,HFL,C,1,"2","2","Bottled, tank, or LP gas"
VAL,HFL,C,1,"3","3","Electricity"
VAL,HFL,C,1,"4","4","Fuel oil, kerosene, etc."
VAL,HFL,C,1,"5","5","Coal or coke"
VAL,HFL,C,1,"6","6","Wood"
VAL,HFL,C,1,"7","7","Solar energy"
VAL,HFL,C,1,"8","8","Other fuel"
VAL,HFL,C,1,"9","9","No fuel used"
NAME,HISPEED,C,1,"Broadband (high speed) Internet service such as cable, fiber optic, or DSL service"
VAL,HISPEED,C,1,"b","b","N/A (GQ/vacant/no paid access to the internet)"
VAL,HISPEED,C,1,"1","1","Yes"
VAL,HISPEED,C,1,"2","2","No"
NAME,HOTWAT,C,1,"Water heater (Puerto Rico only)"
VAL,HOTWAT,C,1,"b","b","N/A (GQ)"
VAL,HOTWAT,C,1,"1","1","Yes"
VAL,HOTWAT,C,1,"2","2","No"
VAL,HOTWAT,C,1,"9","9","Case is from the United States, HOTWAT not applicable"
NAME,INSP,N,5,"Fire/hazard/flood insurance (yearly amount, use ADJHSG to adjust INSP to constant dollars)"
VAL,INSP,N,5,bbbbb,bbbbb,"N/A (GQ/vacant/not owned or being bought)"
VAL,INSP,N,5,0,0,"None"
VAL,INSP,N,5,1,10000,"$1 to $10000 (Rounded and top-coded)"
NAME,LAPTOP,C,1,"Laptop or desktop"
VAL,LAPTOP,C,1,"b","b","N/A (GQ/vacant)"
VAL,LAPTOP,C,1,"1","1","Yes"
VAL,LAPTOP,C,1,"2","2","No"
NAME,MHP,N,5,"Mobile home costs (yearly amount, use ADJHSG to adjust MHP to constant dollars)"
VAL,MHP,N,5,bbbbb,bbbbb,"N/A (GQ/vacant/not owned or being bought/ not mobile home)"
VAL,MHP,N,5,0,0,"None"
VAL,MHP,N,5,1,99999,"$1 to $99999 (Rounded and top-coded)"
NAME,MRGI,C,1,"First mortgage payment includes fire/hazard/flood insurance"
VAL,MRGI,C,1,"b","b","N/A (GQ/vacant/not owned or being bought/not mortgaged)"
VAL,MRGI,C,1,"1","1","Yes, insurance included in payment"
VAL,MRGI,C,1,"2","2","No, insurance paid separately or no insurance"
NAME,MRGP,N,5,"First mortgage payment (monthly amount, use ADJHSG to adjust MRGP to constant dollars)"
VAL,MRGP,N,5,bbbbb,bbbbb,"N/A (GQ/vacant/not owned or being bought/not mortgaged)"
VAL,MRGP,N,5,1,99999,"$1 to $99999 (Rounded and top-coded)"
NAME,MRGT,C,1,"First mortgage payment includes real estate taxes"
VAL,MRGT,C,1,"b","b","N/A (GQ/vacant/not owned or being bought/not mortgaged)"
VAL,MRGT,C,1,"1","1","Yes, taxes included in payment"
VAL,MRGT,C,1,"2","2","No, taxes paid separately or taxes not required"
NAME,MRGX,C,1,"First mortgage status"
VAL,MRGX,C,1,"b","b","N/A (GQ/vacant/not owned or being bought)"
VAL,MRGX,C,1,"1","1","Mortgage, deed of trust, or similar debt"
VAL,MRGX,C,1,"2","2","Contract to purchase"
VAL,MRGX,C,1,"3","3","None"
NAME,OTHSVCEX,C,1,"Other Internet service"
VAL,OTHSVCEX,C,1,"b","b","N/A (GQ/vacant/no paid access to the internet)"
VAL,OTHSVCEX,C,1,"1","1","Yes"
VAL,OTHSVCEX,C,1,"2","2","No"
NAME,REFR,C,1,"Refrigerator"
VAL,REFR,C,1,"b","b","N/A (GQ)"
VAL,REFR,C,1,"1","1","Yes"
VAL,REFR,C,1,"2","2","No"
NAME,RMSP,N,2,"Number of rooms"
VAL,RMSP,N,2,bb,bb,"N/A (GQ)"
VAL,RMSP,N,2,0,99,"Rooms (Top-coded)"
NAME,RNTM,C,1,"Meals included in rent"
VAL,RNTM,C,1,"b","b","N/A (GQ/vacant units, except 'for rent' and 'rented, not occupied'/owned or being bought/occupied without rent payment)"
VAL,RNTM,C,1,"1","1","Yes"
VAL,RNTM,C,1,"2","2","No"
NAME,RNTP,N,5,"Monthly rent (use ADJHSG to adjust RNTP to constant dollars)"
VAL,RNTP,N,5,bbbbb,bbbbb,"N/A (GQ/vacant units, except 'for rent' and 'rented, not occupied'/owned or being bought/occupied without rent payment)"
VAL,RNTP,N,5,1,99999,"$1 to $99999 (Rounded and top-coded)"
NAME,RWAT,C,1,"Hot and cold running water"
VAL,RWAT,C,1,"b","b","N/A (GQ)"
VAL,RWAT,C,1,"1","1","Yes"
VAL,RWAT,C,1,"2","2","No"
VAL,RWAT,C,1,"9","9","Case is from Puerto Rico, RWAT not applicable"
NAME,RWATPR,C,1,"Running water"
VAL,RWATPR,C,1,"b","b","N/A (GQ)"
VAL,RWATPR,C,1,"1","1","Yes"
VAL,RWATPR,C,1,"2","2","No"
VAL,RWATPR,C,1,"9","9","Case is from the United States, RWATPR not applicable"
NAME,SATELLITE,C,1,"Satellite Internet service"
VAL,SATELLITE,C,1,"b","b","N/A (GQ/vacant/no paid access to the internet)"
VAL,SATELLITE,C,1,"1","1","Yes"
VAL,SATELLITE,C,1,"2","2","No"
NAME,SINK,C,1,"Sink with a faucet"
VAL,SINK,C,1,"b","b","N/A (GQ)"
VAL,SINK,C,1,"1","1","Yes"
VAL,SINK,C,1,"2","2","No"
NAME,SMARTPHONE,C,1,"Smartphone"
VAL,SMARTPHONE,C,1,"b","b","N/A (GQ/vacant)"
VAL,SMARTPHONE,C,1,"1","1","Yes"
VAL,SMARTPHONE,C,1,"2","2","No"
NAME,SMP,N,5,"Total payment on all second and junior mortgages and home equity loans (monthly amount, use ADJHSG to adjust SMP to constant dollars)"
VAL,SMP,N,5,bbbbb,bbbbb,"N/A (GQ/vacant/not owned or being bought/ /no second or junior mortgages or home equity loans)"
VAL,SMP,N,5,1,99999,"$1 to $99999 (Rounded and top-coded)"
NAME,STOV,C,1,"Stove or range"
VAL,STOV,C,1,"b","b","N/A (GQ)"
VAL,STOV,C,1,"1","1","Yes"
VAL,STOV,C,1,"2","2","No"
NAME,TABLET,C,1,"Tablet or other portable wireless computer"
VAL,TABLET,C,1,"b","b","N/A (GQ/vacant)"
VAL,TABLET,C,1,"1","1","Yes"
VAL,TABLET,C,1,"2","2","No"
NAME,TEL,C,1,"Telephone service"
VAL,TEL,C,1,"b","b","N/A (GQ/vacant)"
VAL,TEL,C,1,"1","1","Yes"
VAL,TEL,C,1,"2","2","No"
NAME,TEN,C,1,"Tenure"
VAL,TEN,C,1,"b","b","N/A (GQ/vacant)"
VAL,TEN,C,1,"1","1","Owned with mortgage or loan (include home equity loans)"
VAL,TEN,C,1,"2","2","Owned free and clear"
VAL,TEN,C,1,"3","3","Rented"
VAL,TEN,C,1,"4","4","Occupied without payment of rent"
NAME,VACS,C,1,"Vacancy status"
VAL,VACS,C,1,"b","b","N/A (GQ/occupied)"
VAL,VACS,C,1,"1","1","For rent"
VAL,VACS,C,1,"2","2","Rented, not occupied"
VAL,VACS,C,1,"3","3","For sale only"
VAL,VACS,C,1,"4","4","Sold, not occupied"
VAL,VACS,C,1,"5","5","For seasonal/recreational/occasional use"
VAL,VACS,C,1,"6","6","For migrant workers"
VAL,VACS,C,1,"7","7","Other vacant"
NAME,VALP,N,7,"Property value"
VAL,VALP,N,7,bbbbbbb,bbbbbbb,"N/A (GQ/vacant units, except 'for-sale-only' and 'sold, not occupied'/not owned or being bought)"
VAL,VALP,N,7,1,9999999,"$1 to $9999999 (Rounded and top-coded)"
NAME,VEH,C,1,"Vehicles (1 ton or less) available"
VAL,VEH,C,1,"b","b","N/A (GQ/vacant)"
VAL,VEH,C,1,"0","0","No vehicles"
VAL,VEH,C,1,"1","1","1 vehicle"
VAL,VEH,C,1,"2","2","2 vehicles"
VAL,VEH,C,1,"3","3","3 vehicles"
VAL,VEH,C,1,"4","4","4 vehicles"
VAL,VEH,C,1,"5","5","5 vehicles"
VAL,VEH,C,1,"6","6","6 or more vehicles"
NAME,WATFP,C,1,"Water cost flag variable"
VAL,WATFP,C,1,"b","b","N/A (GQ/vacant)"
VAL,WATFP,C,1,"1","1","Included in rent or in condo fee"
VAL,WATFP,C,1,"2","2","No charge"
VAL,WATFP,C,1,"3","3","Valid annual water cost in WATP"
NAME,WATP,N,4,"Water cost (yearly cost, use ADJHSG to adjust WATP to constant dollars)"
VAL,WATP,N,4,bbbb,bbbb,"N/A (GQ/vacant/included in rent or in condo fee/no charge)"
VAL,WATP,N,4,3,9999,"$3 to $9999 (Rounded and top-coded)"
NAME,YBL,C,2,"When structure first built"
VAL,YBL,C,2,"bb","bb","N/A (GQ)"
VAL,YBL,C,2,"01","01","1939 or earlier"
VAL,YBL,C,2,"02","02","1940 to 1949"
VAL,YBL,C,2,"03","03","1950 to 1959"
VAL,YBL,C,2,"04","04","1960 to 1969"
VAL,YBL,C,2,"05","05","1970 to 1979"
VAL,YBL,C,2,"06","06","1980 to 1989"
VAL,YBL,C,2,"07","07","1990 to 1999"
VAL,YBL,C,2,"08","08","2000 to 2004"
VAL,YBL,C,2,"09","09","2005"
VAL,YBL,C,2,"10","10","2006"
VAL,YBL,C,2,"11","11","2007"
VAL,YBL,C,2,"12","12","2008"
VAL,YBL,C,2,"13","13","2009"
VAL,YBL,C,2,"14","14","2010"
VAL,YBL,C,2,"15","15","2011"
VAL,YBL,C,2,"16","16","2012"
VAL,YBL,C,2,"17","17","2013"
VAL,YBL,C,2,"18","18","2014"
VAL,YBL,C,2,"19","19","2015"
VAL,YBL,C,2,"20","20","2016"
VAL,YBL,C,2,"21","21","2017"
VAL,YBL,C,2,"22","22","2018"
NAME,FES,C,1,"Family type and employment status"
VAL,FES,C,1,"b","b","N/A (GQ/vacant/not a family/same-sex married-couple families)"
VAL,FES,C,1,"1","1","Married-couple family: Husband and wife in LF"
VAL,FES,C,1,"2","2","Married-couple family: Husband in labor force, wife not in LF"
VAL,FES,C,1,"3","3","Married-couple family: Husband not in LF, wife in LF"
VAL,FES,C,1,"4","4","Married-couple family: Neither husband nor wife in LF"
VAL,FES,C,1,"5","5","Other family: Male householder, no wife present, in LF"
VAL,FES,C,1,"6","6","Other family: Male householder, no wife present, not in LF"
VAL,FES,C,1,"7","7","Other family: Female householder, no husband present, in LF"
VAL,FES,C,1,"8","8","Other family: Female householder, no husband present, not in LF"
NAME,FINCP,N,7,"Family income (past 12 months, use ADJINC to adjust FINCP to constant dollars)"
VAL,FINCP,N,7,bbbbbbb,bbbbbbb,"N/A(GQ/vacant)"
VAL,FINCP,N,7,0,0,"No family income"
VAL,FINCP,N,7,-59999,-59999,"Loss of -$59,999 or more"
VAL,FINCP,N,7,-59998,-1,"Loss of $1 to -$59,998"
